SUBMISSIONYEARQUARTER,PWSID,PWS_ACTIVITY_CODE,POPULATION_SERVED_COUNT,STATE_CODE
2026Q2,PA2451208,A,200,PA
2026Q2,VT0005589,A,110,VT
2026Q2,WY5601574,A,50,WY
2026Q2,VT0005254,A,14000,VT
2026Q2,VT0005631,A,450,VT
2026Q2,VT0021708,A,155,VT
2026Q2,IN2610014,A,25,TN
2026Q2,IN2860013,A,30,TN
2026Q2,IN2750044,A,28,TN
2026Q2,IN2200221,A,35,TN
2026Q2,IN2440084,A,203,TN
2026Q2,IN2300035,A,52,TN
2026Q2,IN2320032,A,50,TN
2026Q2,IN2200183,A,58,TN
2026Q2,IN2570071,A,60,TN
2026Q2,IN2320043,A,25,TN
2026Q2,IN2760069,A,55,TN
2026Q2,IN2500020,A,240,TN
2026Q2,IN2430203,A,75,TN
2026Q2,IN2080043,A,307,TN
2026Q2,IN2180049,A,25,TN
2026Q2,IN2080011,A,100,TN
2026Q2,IN2030007,A,25,TN
2026Q2,OR4194951,A,100,OR
2026Q2,OR4192038,A,34,OR
2026Q2,OR4194277,A,250,OR
2026Q2,WA5305403,A,65,WA
2026Q2,WA53AA317,A,2640,WA
2026Q2,WA53AE055,A,96,WA
2026Q2,WA53AD986,A,96,WA
2026Q2,WA5340701,A,335,WA
2026Q2,PA4340018,A,135,PA
2026Q2,PA4050915,A,25,PA
2026Q2,PA4410152,A,250,PA
2026Q2,PA6430912,A,50,PA
2026Q2,PA7380436,A,25,PA
2026Q2,PA2451427,A,100,TN
2026Q2,PA7220896,A,50,PA
2026Q2,PA3540368,A,25,PA
2026Q2,PA5040009,A,5799,PA
2026Q2,PA6610854,A,25,OH
2026Q2,PA4490346,A,750,PA
2026Q2,PA3540943,A,35,PA
2026Q2,PA2451163,A,100,PA
2026Q2,PA6330870,A,102,PA
2026Q2,PA7010053,A,425,MI
2026Q2,TX0790479,A,126,TX
2026Q2,PA6160819,A,50,PA
2026Q2,PA2660034,A,32,PA
2026Q2,PA6370979,A,25,PA
2026Q2,PA2660019,A,415,PA
2026Q2,PA5100054,A,460,PA
2026Q2,MN5030494,A,28,MN
2026Q2,MN5271206,A,41,MN
2026Q2,MN5200137,A,25,MN
2026Q2,MN5500093,A,25,MN
2026Q2,MN5180915,A,200,MN
2026Q2,MN5280025,A,78,MN
2026Q2,MN5800016,A,25,MN
2026Q2,MI2000762,A,27,MI
2026Q2,TX1012370,A,9033,TX
2026Q2,TX1370002,A,82,TX
2026Q2,MI2031747,A,100,MI
2026Q2,TX1780030,A,750,TX
2026Q2,TX0740006,A,868,TX
2026Q2,TX1012163,A,50,TX
2026Q2,TX1520219,A,31,TX
2026Q2,TX0270091,A,206,TX
2026Q2,TX0290001,A,759,TX
2026Q2,TX1450006,A,1257,TX
2026Q2,MN5090154,A,40,MN
2026Q2,MN5300002,A,60,MN
2026Q2,MN5440115,A,50,MN
2026Q2,MN5450003,A,50,MN
2026Q2,MN5180757,A,200,MN
2026Q2,MN5700207,A,100,MN
2026Q2,MN5280207,A,25,MN
2026Q2,MN5691036,A,42,MN
2026Q2,MN5230179,A,25,MN
2026Q2,MN5070082,A,50,MN
2026Q2,MN5250099,A,55,MN
2026Q2,MN5380131,A,25,MN
2026Q2,MN5090072,A,25,MN
2026Q2,MN1310030,A,162,MN
2026Q2,MN5180698,A,450,MN
2026Q2,MN5800211,A,25,MN
2026Q2,MN5610127,A,75,MN
2026Q2,VT0000621,A,67,FL
2026Q2,VT0021553,A,60,VT
2026Q2,MA2286009,A,310,MA
2026Q2,VT0001715,A,100,VT
2026Q2,VT0008022,A,328,VT
2026Q2,VT0008023,A,112,VT
2026Q2,VT0008024,A,448,VT
2026Q2,VT0008025,A,464,VT
2026Q2,VT0008036,A,100,VT
2026Q2,VT0008037,A,52,VT
2026Q2,VT0008029,A,720,VT
2026Q2,VT0008265,A,186,VT
2026Q2,VT0008254,A,392,VT
2026Q2,VT0008026,A,100,VT
2026Q2,VT0021678,A,140,VT
2026Q2,MA1120021,A,400,MA
2026Q2,VT0000064,A,312,VT
2026Q2,VT0021773,A,600,VT
2026Q2,AK2382101,A,65,AK
2026Q2,AK2260228,A,199,AK
2026Q2,AK2270362,A,570,AK
2026Q2,AK2227220,A,33,AK
2026Q2,AK2310900,A,27000,AK
2026Q2,AK2310730,A,78324,AK
2026Q2,WA53AE087,A,99,WA
2026Q2,WA53AE039,A,99,WA
2026Q2,WA5341027,A,140,WA
2026Q2,WA53AD826,A,35,WA
2026Q2,WA53AE014,A,96,WA
2026Q2,WA53AD362,A,156,WA
2026Q2,WA5368437,A,48,WA
2026Q2,WA5309230,A,150,WA
2026Q2,WA53AD965,A,50,WA
2026Q2,WA53AB325,A,81,WA
2026Q2,WA53SP108,A,250,WA
2026Q2,OH4649912,A,450,OH
2026Q2,OH1043319,A,27,OH
2026Q2,MI0003925,A,212,MI
2026Q2,OH5936712,A,85,OH
2026Q2,OH4244112,A,90,OH
2026Q2,OH2631212,A,40,OH
2026Q2,OH6703112,A,495,OH
2026Q2,OH6045817,A,480,OH
2026Q2,OH2857212,A,75,OH
2026Q2,OR4191006,A,75,OR
2026Q2,MA4239057,A,240,MA
2026Q2,MA1345008,A,25,MA
2026Q2,MA3206000,A,20335,MA
2026Q2,MA1161004,A,350,MA
2026Q2,MA2222004,A,35,MA
2026Q2,MA2136000,A,15139,MA
2026Q2,MN5020293,A,35,MN
2026Q2,MN5860532,A,225,MN
2026Q2,MN1700025,A,50,MN
2026Q2,MN5730325,A,200,MN
2026Q2,OR4100387,A,6000,OR
2026Q2,OR4105737,A,45,OR
2026Q2,OR4195337,A,280,OR
2026Q2,OR4194108,A,80,OR
2026Q2,OR4195196,A,200,OR
2026Q2,MN5020557,A,40,MN
2026Q2,MN5310357,A,50,MN
2026Q2,MN5560969,A,50,MN
2026Q2,MN5030518,A,25,MN
2026Q2,MN1100002,A,30000,MN
2026Q2,MN5370043,A,225,MN
2026Q2,MN1820029,A,3500,MN
2026Q2,MN5691218,A,25,MN
2026Q2,TX1700237,A,60,TX
2026Q2,TX1013425,A,100,TX
2026Q2,TX1013550,A,35,TX
2026Q2,TX1012612,A,75,TX
2026Q2,MI2009381,A,100,MI
2026Q2,TX1460208,A,300,TX
2026Q2,MI2296163,A,100,MI
2026Q2,MN5230013,A,25,MN
2026Q2,MN5310453,A,25,MN
2026Q2,MN5020153,A,100,MN
2026Q2,NM3507829,A,195,NM
2026Q2,NM3515518,A,270,NM
2026Q2,WY5601689,A,29,WY
2026Q2,WY5601673,A,100,WY
2026Q2,WY5600059,A,114,WY
2026Q2,WY5600110,A,97,WY
2026Q2,MA4250007,A,45,MA
2026Q2,MA1268014,A,100,MA
2026Q2,MA1135014,A,40,MA
2026Q2,MA2271004,A,78,MA
2026Q2,MA1033000,A,442,MA
2026Q2,MN5020379,A,55,MN
2026Q2,MN5190297,A,25,MN
2026Q2,MN5160389,A,25,MN
2026Q2,MN5730420,A,75,MN
2026Q2,MN5111167,A,25,MN
2026Q2,MN5100248,A,35,MN
2026Q2,IN5271018,A,645,IN
2026Q2,NE3150257,A,25,TX
2026Q2,NE3120217,A,40,NE
2026Q2,NE3111101,A,665,NE
2026Q2,TX0200550,A,63,TX
2026Q2,TX0010036,A,4866,TX
2026Q2,TX1720004,A,1700,TX
2026Q2,CT0570184,A,130,CT
2026Q2,TX1013566,A,25,TX
2026Q2,IN5215009,A,10435,IN
2026Q2,IN2300113,A,145,IN
2026Q2,IN2520022,A,26,TX
2026Q2,IN5248013,A,2379,IN
2026Q2,NJ0334321,A,1015,NJ
2026Q2,IN2290046,A,80,IN
2026Q2,IN5234014,A,175,IN
2026Q2,NJ1309337,A,2100,NJ
2026Q2,ID2250130,A,100,ID
2026Q2,ID4080003,A,750,ID
2026Q2,IN2570089,A,35,IN
2026Q2,ID7100227,A,70,ID
2026Q2,ID7220074,A,40,ID
2026Q2,ID6060118,A,180,ID
2026Q2,ID3230021,A,50,ID
2026Q2,ID3230074,A,485,ID
2026Q2,ID2250013,A,977,ID
2026Q2,ID6210007,A,1000,ID
2026Q2,IN2180051,A,58,IN
2026Q2,IN2850025,A,182,IN
2026Q2,IN2760992,A,30,IN
2026Q2,IN2441066,A,411,IN
2026Q2,PA7220883,A,30,PA
2026Q2,NY4914185,A,120,NY
2026Q2,NY2230007,A,45,NY
2026Q2,PA2350543,A,60,PA
2026Q2,MA4076004,A,105643,MA
2026Q2,MA1120011,A,321,MA
2026Q2,MA4052026,A,414,MA
2026Q2,MA2235009,A,125,MA
2026Q2,MA1309001,A,65,MA
2026Q2,MA4336000,A,57871,MA
2026Q2,MA2286028,A,25,MA
2026Q2,MA2303005,A,54,MA
2026Q2,MA4318031,A,64,MA
2026Q2,CA0900592,A,58,CA
2026Q2,CA3601189,A,300,CA
2026Q2,CA4300605,A,536,CA
2026Q2,MA1043001,A,137,NH
2026Q2,CA2000943,A,50,CA
2026Q2,MA2222001,A,149,MA
2026Q2,CA3700918,A,102,CA
2026Q2,CA3601168,A,140,CA
2026Q2,CA3601172,A,25,CA
2026Q2,VT0005646,A,63,VT
2026Q2,CA3400107,A,210,CA
2026Q2,CA1504008,A,275,CA
2026Q2,CA4400753,A,12000,CA
2026Q2,CA1300579,A,1250,CA
2026Q2,CA2701542,A,204,CA
2026Q2,CA4400597,A,172,CA
2026Q2,CA3301107,A,600,CA
2026Q2,MN5090098,A,75,MN
2026Q2,MN5430196,A,128,MN
2026Q2,MN1370004,A,1511,MN
2026Q2,MN5250110,A,25,MN
2026Q2,TX1013361,A,100,TX
2026Q2,CT0820144,A,25,CT
2026Q2,TX0610197,A,60,GA
2026Q2,TX1520210,A,25,TX
2026Q2,TX1440001,A,7878,TX
2026Q2,TX1610135,A,22,TX
2026Q2,CT1670064,A,26,CT
2026Q2,TX1011578,A,2000,TX
2026Q2,TX2300003,A,1509,TX
2026Q2,TX1013496,A,40,TX
2026Q2,TX0100122,A,500,TX
2026Q2,TX0270012,A,3636,TX
2026Q2,TX1520320,A,47,TX
2026Q2,TX1470031,A,1749,TX
2026Q2,TX1280002,A,6454,TX
2026Q2,CT1180364,A,25,CT
2026Q2,TX0370029,A,1218,TX
2026Q2,TX1013512,A,25,TX
2026Q2,NE3120220,A,220,NE
2026Q2,IN2430154,A,61,IN
2026Q2,IN2500057,A,99,IN
2026Q2,NE3120695,A,100,NE
2026Q2,NE3120696,A,120,NE
2026Q2,TX1860023,A,220,TX
2026Q2,PA7381010,A,125,PA
2026Q2,TX2280012,A,1458,TX
2026Q2,PA2520379,A,25,PA
2026Q2,MO5202810,A,75,MO
2026Q2,PA3480857,A,100,PA
2026Q2,PA7670327,A,150,PA
2026Q2,TX0720023,A,325,TX
2026Q2,TX0790412,A,2544,TX
2026Q2,PA2590042,A,8225,PA
2026Q2,MO4010993,A,485,MO
2026Q2,MO1041651,A,250,IL
2026Q2,MO1041653,A,100,IL
2026Q2,WI2460376,A,30,WI
2026Q2,TX1550010,A,11900,TX
2026Q2,CT0860364,A,25,CT
2026Q2,CT0860624,A,25,CT
2026Q2,CT0990284,A,25,CT
2026Q2,WI2419113,A,75,WI
2026Q2,WI2460341,A,50,WI
2026Q2,WI4690497,A,110,WI
2026Q2,WI7640634,A,25,WI
2026Q2,FL4500841,A,2410,FL
2026Q2,TX0450066,A,100,TX
2026Q2,LA1031007,A,4446,LA
2026Q2,TX1260021,A,3300,TX
2026Q2,FL6272589,A,50,FL
2026Q2,CA3601082,A,125,NV
2026Q2,IN5214001,A,510,IN
2026Q2,IN2020238,A,134,IN
2026Q2,IN2020047,A,262,IN
2026Q2,NY0930239,A,25,NC
2026Q2,IN2030165,A,100,IN
2026Q2,IN2710122,A,52,IN
2026Q2,PA2590008,A,130,PA
2026Q2,IN2440825,A,100,IN
2026Q2,IN2020045,A,218,IN
2026Q2,IN2710876,A,31,IN
2026Q2,VT0021411,A,42,VT
2026Q2,CA0202516,A,30,UT
2026Q2,NY5305876,A,75,NY
2026Q2,NY5515751,A,100,NY
2026Q2,NY1507922,A,130,NY
2026Q2,PA6201005,A,50,PA
2026Q2,PA2450405,A,700,PA
2026Q2,PA2640609,A,25,PA
2026Q2,PA4140814,A,25,PA
2026Q2,AK2227301,A,80,AK
2026Q2,MO5010339,A,151,MO
2026Q2,MO2024128,A,5200,MO
2026Q2,AK2220297,A,60,AK
2026Q2,MO1010453,A,2945,MO
2026Q2,MO1010378,A,550,MO
2026Q2,MO4024109,A,50,MO
2026Q2,CA3010071,A,3947,CA
2026Q2,CA2400338,A,174,CA
2026Q2,VT0005452,A,200,VT
2026Q2,CA3702181,A,400,AZ
2026Q2,NY0630050,A,25,NY
2026Q2,NY3706696,A,165,NY
2026Q2,MA4334028,A,70,MA
2026Q2,NY5230002,A,280,NY
2026Q2,MA2110006,A,64,MA
2026Q2,NY0200320,A,2000,NY
2026Q2,MA4052072,A,300,MA
2026Q2,NJ2107317,A,33,NJ
2026Q2,NY3922089,A,25,NY
2026Q2,NY0615966,A,150,NY
2026Q2,NY0310321,A,235,NY
2026Q2,NY1915539,A,30,NY
2026Q2,NY0630041,A,30,NY
2026Q2,NY0616747,A,200,NY
2026Q2,IN2750053,A,25,TN
2026Q2,IN2760077,A,25,TN
2026Q2,IN2120018,A,25,TN
2026Q2,IN2800020,A,55,TN
2026Q2,IN2750050,A,25,TN
2026Q2,IN2440132,A,29,TN
2026Q2,IN2030006,A,25,TN
2026Q2,IN2730027,A,25,TN
2026Q2,NE3108308,A,100,NE
2026Q2,NE3118704,A,275,NE
2026Q2,AK2130172,A,740,AK
2026Q2,AK2370667,A,125,AK
2026Q2,AK2372025,A,112,AK
2026Q2,AK2370780,A,1257,AK
2026Q2,AK2212039,A,20284,AK
2026Q2,AK2310918,A,20076,AK
2026Q2,AK2370798,A,60,AK
2026Q2,AK2314051,A,35,AK
2026Q2,AK2381545,A,53,AK
2026Q2,AK2390536,A,52,AK
2026Q2,AK2391647,A,86,AK
2026Q2,AK2271700,A,400,AK
2026Q2,NM3593707,A,50,NM
2026Q2,NE3108306,A,239,NE
2026Q2,NM3559316,A,110,NM
2026Q2,NM3501124,A,0,NM
2026Q2,NM3500502,A,25,NM
2026Q2,NM3500202,A,286,NM
2026Q2,WI4150152,A,60,WI
2026Q2,PA4190338,A,225,MA
2026Q2,PA7380376,A,25,PA
2026Q2,PA2450426,A,94,PA
2026Q2,PA6250869,A,25,PA
2026Q2,PA2350319,A,35,PA
2026Q2,PA7360701,A,50,PA
2026Q2,IN2201022,A,70,IN
2026Q2,TX0860145,A,40,TX
2026Q2,TX1470006,A,768,TX
2026Q2,IN2010064,A,90,IN
2026Q2,TX2500039,A,5082,TX
2026Q2,FL3425077,A,150,FL
2026Q2,FL4430259,A,16841,FL
2026Q2,FL3425184,A,25,FL
2026Q2,FL2150840,A,595,FL
2026Q2,FL5360113,A,150,FL
2026Q2,TX1660014,A,705,TX
2026Q2,ND2800650,A,94,ND
2026Q2,TX1660011,A,1833,TX
2026Q2,ND0900030,A,475,ND
2026Q2,TX1470013,A,224,TX
2026Q2,ND3701801,A,25,ND
2026Q2,ND2001121,A,1135,ND
2026Q2,ND2001061,A,1070,ND
2026Q2,OR4100893,A,5265,OR
2026Q2,ND0900017,A,94,ND
2026Q2,ND4200626,A,380,ND
2026Q2,VT0021782,A,25,VT
2026Q2,SD4602397,A,83,SD
2026Q2,SD4602394,A,29,SD
2026Q2,AK2243991,A,100,AK
2026Q2,AK2240757,A,3324,AK
2026Q2,AK2244159,A,545,AK
2026Q2,MO6281482,A,25,MO
2026Q2,MO1024482,A,1200,MO
2026Q2,MN5460032,A,60,MN
2026Q2,MN5010457,A,50,MN
2026Q2,MN5271140,A,25,MN
2026Q2,MO6048052,A,50,MO
2026Q2,MO5036241,A,60,MO
2026Q2,MO3241749,A,100,MO
2026Q2,MO4112029,A,100,MO
2026Q2,MO5191569,A,900,MO
2026Q2,MO3036260,A,150,MO
2026Q2,MO5243264,A,25,MO
2026Q2,MO5192893,A,30,MO
2026Q2,MO5173057,A,25,MO
2026Q2,MO2010112,A,408,MO
2026Q2,MN5020161,A,440,MN
2026Q2,MO1010049,A,225,MO
2026Q2,MO3231654,A,25,MO
2026Q2,MO5036186,A,525,MO
2026Q2,MO5010313,A,680,MO
2026Q2,VT0005065,A,9734,VT
2026Q2,VT0008043,A,374,VT
2026Q2,VT0008044,A,109,VT
2026Q2,VT0008019,A,528,VT
2026Q2,VT0008018,A,104,VT
2026Q2,VT0008006,A,615,VT
2026Q2,IN2250029,A,105,TN
2026Q2,IN2730028,A,102,TN
2026Q2,IN2080016,A,25,TN
2026Q2,IN2790054,A,25,TN
2026Q2,IN2480026,A,54,TN
2026Q2,IN2560019,A,55,TN
2026Q2,IN2480029,A,25,TN
2026Q2,IN2570079,A,25,TN
2026Q2,IN2200256,A,25,TN
2026Q2,IN2750049,A,55,TN
2026Q2,IN2730024,A,100,TN
2026Q2,IN2320065,A,226,TN
2026Q2,IN2460095,A,258,TN
2026Q2,IN2370089,A,25,TN
2026Q2,IN2460096,A,25,TN
2026Q2,IN2430283,A,25,TN
2026Q2,IN2430284,A,25,TN
2026Q2,OH8539912,A,25,PA
2026Q2,OH8540012,A,32,PA
2026Q2,OH8540112,A,45,PA
2026Q2,OH7003812,A,200,OH
2026Q2,MN1470002,A,350,MN
2026Q2,MN5180829,A,100,MN
2026Q2,MN5820520,A,90,MN
2026Q2,MN5790235,A,25,MN
2026Q2,MN5850077,A,34,MN
2026Q2,PA7010351,A,60,PA
2026Q2,CA1206014,A,25,CA
2026Q2,CA1200547,A,85,CA
2026Q2,PA1461087,A,50,PA
2026Q2,CA2400028,A,218,CA
2026Q2,PA3060573,A,300,PA
2026Q2,PA6160840,A,50,PA
2026Q2,PA5020955,A,6701,PA
2026Q2,PA7670373,A,50,TN
2026Q2,PA6201197,A,50,PA
2026Q2,PA3130941,A,149,PA
2026Q2,PA7210050,A,11695,PA
2026Q2,CA1910018,A,5999,CA
2026Q2,CA1910052,A,20724,CA
2026Q2,CA1910139,A,47995,CA
2026Q2,CA1910186,A,24773,CA
2026Q2,CA1500556,A,56,CA
2026Q2,CA2000850,A,100,CA
2026Q2,CA2000716,A,50,CA
2026Q2,CA2600572,A,146,CA
2026Q2,TX1011533,A,50,TX
2026Q2,TX1011160,A,125,TX
2026Q2,TX1012713,A,300,TX
2026Q2,TX1020096,A,72,TX
2026Q2,TX0360074,A,132,TX
2026Q2,TX1020047,A,426,TX
2026Q2,MN5800083,A,30,MN
2026Q2,AK2392106,A,56,AK
2026Q2,AK2244612,A,80,AK
2026Q2,MN5490390,A,80,TN
2026Q2,MN5110429,A,30,MN
2026Q2,MN1200002,A,2939,MN
2026Q2,MN5180619,A,100,MN
2026Q2,MN5660725,A,25,MN
2026Q2,MN5420145,A,60,MN
2026Q2,MN5800090,A,51,MN
2026Q2,OR4100370,A,43,OR
2026Q2,MN5730189,A,150,MN
2026Q2,MN5690809,A,80,MN
2026Q2,MN5850015,A,100,MN
2026Q2,MN5691075,A,50,MN
2026Q2,MN5490139,A,200,MN
2026Q2,MN5020483,A,25,MN
2026Q2,AK2211643,A,170,AK
2026Q2,MN5090123,A,50,MN
2026Q2,MN5560296,A,40,MN
2026Q2,MN5560574,A,25,MN
2026Q2,MN5180969,A,200,MN
2026Q2,MN5560693,A,25,MN
2026Q2,NE3104108,A,363,NE
2026Q2,NE3120246,A,25,NE
2026Q2,NE3120236,A,75,NE
2026Q2,NE3116910,A,146,NE
2026Q2,NE3110106,A,26,CO
2026Q2,VT0005022,A,4140,VT
2026Q2,VT0021374,A,940,VT
2026Q2,VT0021683,A,366,VT
2026Q2,MA1043025,A,90,MA
2026Q2,VT0006651,A,100,VT
2026Q2,CA4901403,A,68,CA
2026Q2,CA0605015,A,26,CA
2026Q2,CA0600027,A,26,CA
2026Q2,AK2224206,A,328,WA
2026Q2,AK2243632,A,100,WA
2026Q2,AK2225502,A,1111,WA
2026Q2,AK2214968,A,400,WA
2026Q2,AK2225499,A,1315,WA
2026Q2,AK2223111,A,1162,WA
2026Q2,OR4101033,A,155,OR
2026Q2,OR4190091,A,50,OR
2026Q2,OR4101184,A,50,OR
2026Q2,OR4193427,A,65,OR
2026Q2,IN5269004,A,1692,IN
2026Q2,ID5160078,A,25,WA
2026Q2,ID4080039,A,65,ID
2026Q2,IN5235012,A,1237,IN
2026Q2,IN2840035,A,29,IN
2026Q2,IN2370019,A,100,IN
2026Q2,IN2431045,A,180,IN
2026Q2,CA1400135,A,158,CA
2026Q2,AK2211708,A,30,AK
2026Q2,AK2214277,A,60,WA
2026Q2,AK2213792,A,120,AK
2026Q2,AK2218475,A,200,AK
2026Q2,AK2218478,A,30,AK
2026Q2,AK2248771,A,36,AK
2026Q2,AK2224060,A,220,AK
2026Q2,AK2373047,A,80,AK
2026Q2,AK2213603,A,56,AK
2026Q2,AK2218822,A,32,AK
2026Q2,AK2226834,A,32,AK
2026Q2,AK2263076,A,470,AK
2026Q2,AK2340109,A,735,AK
2026Q2,AK2260333,A,66,AK
2026Q2,AK2210702,A,42,AK
2026Q2,AK2340230,A,455,AK
2026Q2,AK2121123,A,60,AK
2026Q2,AK2210891,A,25,AK
2026Q2,TX2480013,A,52,WI
2026Q2,NJ1214001,A,55000,NJ
2026Q2,NJ1309305,A,315,NJ
2026Q2,NJ2113328,A,100,NJ
2026Q2,TX1700554,A,16821,TX
2026Q2,NJ1910308,A,140,NJ
2026Q2,NJ0815001,A,7896,NJ
2026Q2,MI2034579,A,80,MI
2026Q2,TX2270328,A,275,TX
2026Q2,MI2083244,A,25,MI
2026Q2,TX1960004,A,665,TX
2026Q2,TX1830017,A,645,TX
2026Q2,TX1013674,A,2168,TX
2026Q2,TX0100118,A,210,TX
2026Q2,TX1460132,A,200,TX
2026Q2,MI2023364,A,50,MI
2026Q2,TX0310004,A,6009,TX
2026Q2,TX1500001,A,3352,TX
2026Q2,MI2032462,A,130,MI
2026Q2,TX1010340,A,6720,TX
2026Q2,MI2031549,A,48,MI
2026Q2,TX1690009,A,600,TX
2026Q2,MI2050372,A,50,MI
2026Q2,MI2044061,A,140,MI
2026Q2,TX0220035,A,888,TX
2026Q2,TX2200107,A,114,TX
2026Q2,TX0030007,A,110,TX
2026Q2,TX2270011,A,7902,TX
2026Q2,TX1840199,A,228,TX
2026Q2,TX1300082,A,45,TX
2026Q2,CT0590214,A,25,CT
2026Q2,TX1012643,A,50,TX
2026Q2,TX1140001,A,27282,TX
2026Q2,CT1410114,A,25,CT
2026Q2,NE3112301,A,160,NE
2026Q2,NE3108102,A,432,NE
2026Q2,CA0800555,A,657,CA
2026Q2,NE3190006,A,25,NE
2026Q2,NE3120293,A,315,NE
2026Q2,NE3121516,A,25,NE
2026Q2,NE3121507,A,1630,NE
2026Q2,CA3610014,A,46525,CA
2026Q2,CA4300575,A,317,CA
2026Q2,NE3120906,A,345,NE
2026Q2,CA3910302,A,110,CA
2026Q2,NE3118303,A,220,NE
2026Q2,NE3105315,A,103,NE
2026Q2,NE3115706,A,163,NE
2026Q2,NE3121486,A,357,NE
2026Q2,NE3102102,A,1753,NE
2026Q2,NE3121480,A,160,NE
2026Q2,TX0590013,A,372,TX
2026Q2,TX0150216,A,9768,TX
2026Q2,TX2270002,A,19620,TX
2026Q2,TX1950032,A,55,TX
2026Q2,TX1810155,A,150,TX
2026Q2,CT1500321,A,42,CT
2026Q2,WI8510232,A,75,WI
2026Q2,WI2686481,A,100,WI
2026Q2,WI6090497,A,150,WI
2026Q2,WI6091294,A,50,WI
2026Q2,IN2810834,A,81,IN
2026Q2,ID7220104,A,50,ID
2026Q2,ID7260045,A,200,ID
2026Q2,ID1050009,A,120,ID
2026Q2,ID5070093,A,62,ID
2026Q2,ID4080031,A,305,ID
2026Q2,ID7190028,A,65,ID
2026Q2,ID7100217,A,100,ID
2026Q2,ID3140275,A,25,ID
2026Q2,ID3140143,A,50,ID
2026Q2,ID2250135,A,25,ID
2026Q2,OR4191673,A,60,OR
2026Q2,OR4195677,A,40,OR
2026Q2,OR4101424,A,33,OR
2026Q2,OR4195571,A,25,OR
2026Q2,OR4194441,A,45,OR
2026Q2,OR4101062,A,115,OR
2026Q2,OR4100024,A,110,OR
2026Q2,OR4191919,A,72,OR
2026Q2,PA1091228,A,150,PA
2026Q2,PA3130360,A,50,PA
2026Q2,IN2410966,A,1585,TN
2026Q2,IN2540028,A,90,IN
2026Q2,PA1150629,A,40,PA
2026Q2,IN2201000,A,103,IN
2026Q2,WI7640909,A,25,
2026Q2,WI7640910,A,25,
2026Q2,WI7640912,A,25,
2026Q2,WI7640913,A,25,
2026Q2,WI7640924,A,25,
2026Q2,WI7640927,A,25,
2026Q2,WI7640942,A,25,
2026Q2,WI7640946,A,25,
2026Q2,WI7640956,A,75,
2026Q2,WI7640460,A,200,
2026Q2,WI7640461,A,200,
2026Q2,WI7640464,A,50,
2026Q2,WI7640465,A,200,
2026Q2,WI7640466,A,25,
2026Q2,WI7640468,A,200,
2026Q2,WI7640469,A,200,
2026Q2,WI7640484,A,40,
2026Q2,WI2671070,A,25,
2026Q2,WI7640508,A,400,
2026Q2,WI7640509,A,400,
2026Q2,WI7640512,A,400,
2026Q2,WI7640540,A,60,
2026Q2,WI7640541,A,60,
2026Q2,WI7640542,A,35,
2026Q2,WI7640545,A,25,
2026Q2,WI7370168,A,1643,
2026Q2,WI7370169,A,1829,
2026Q2,WI7640611,A,25,
2026Q2,WI7640645,A,25,
2026Q2,WI7340276,A,25,
2026Q2,WI7340342,A,100,
2026Q2,WI7340372,A,422,
2026Q2,WI7340404,A,25,
2026Q2,WI7340405,A,25,
2026Q2,WI7340424,A,25,
2026Q2,WI7340425,A,25,
2026Q2,WI2685615,A,250,
2026Q2,WI2685624,A,35,
2026Q2,WI2685652,A,825,
2026Q2,WI2685659,A,25,
2026Q2,WI2685711,A,61,
2026Q2,WI2685744,A,150,
2026Q2,WI2685747,A,1796,
2026Q2,WI2685766,A,31,
2026Q2,WI2685802,A,27,
2026Q2,WI2685886,A,199,
2026Q2,WI2685907,A,27,
2026Q2,WI2686008,A,172,
2026Q2,WI2686048,A,40,
2026Q2,WI2686123,A,202,
2026Q2,WI2686124,A,45,
2026Q2,WI2686160,A,25,
2026Q2,WI2686241,A,30,
2026Q2,WI2686288,A,25,
2026Q2,WI2686289,A,25,
2026Q2,WI2686290,A,26,
2026Q2,WI2686345,A,25,
2026Q2,WI2686448,A,25,
2026Q2,WI2686553,A,203,
2026Q2,WI2686554,A,203,
2026Q2,WI2686555,A,203,
2026Q2,WI2686633,A,250,
2026Q2,WI2686655,A,40,
2026Q2,WI2686713,A,61,
2026Q2,WI2686714,A,30,
2026Q2,WI2686715,A,27,
2026Q2,WI2686792,A,55,
2026Q2,WI2686937,A,40,
2026Q2,WI2686955,A,25,
2026Q2,WI2687087,A,1404,
2026Q2,WI2687128,A,205,
2026Q2,WI3070003,A,25,
2026Q2,WI3070005,A,25,
2026Q2,WI3110010,A,43,
2026Q2,WI3150008,A,35,
2026Q2,WI3150013,A,25,
2026Q2,WI3150021,A,36,
2026Q2,WI3160009,A,25,
2026Q2,WI7350305,A,145,
2026Q2,MI2005007,A,40,MI
2026Q2,MI2039925,A,200,MI
2026Q2,MI2070803,A,500,MI
2026Q2,MI2029746,A,30,MI
2026Q2,MI2039959,A,50,MI
2026Q2,MI2000437,A,50,MI
2026Q2,MN5240239,A,40,MN
2026Q2,MN5050096,A,275,MN
2026Q2,MN5860111,A,160,MN
2026Q2,MI2010047,A,35,MI
2026Q2,MI2006268,A,200,MI
2026Q2,MI2013253,A,50,MI
2026Q2,MI2062911,A,100,MI
2026Q2,MI2011243,A,30,MI
2026Q2,MI2023449,A,79,MI
2026Q2,MI2092325,A,25,MI
